movie_id,title,movie_link,year,duration,genre,description,director,actors,rating
1597,The Island Of Dr. Moreau,https://www.imdb.com/title/tt0116654/,1996,96,"Horror, Sci-Fi, Thriller","After being rescued and brought to an island, a man discovers that its inhabitants are experimental animals being turned into strange-looking humans, all of it the work of a visionary doctor.","John Frankenheimer, Richard Stanley","David Thewlis, Marlon Brando, Val Kilmer, Fairuza Balk",4.6
1598,Beautiful Thing,https://www.imdb.com/title/tt0115640/,1996,90,"Comedy, Drama, Romance","Jamie is a shy teenager, often bullied at school. His neighbour Ste has a rough time at home, being beaten by his father and brother. This issues bring them together and they find that what they feel for each other is more than friendship.",Hettie Macdonald,"Glen Berry, Linda Henry, Scott Neal, Tameka Empson",7.5
1599,Pusher,https://www.imdb.com/title/tt0117407/,1996,110,"Crime, Thriller",A drug pusher grows increasingly desperate after a botched deal leaves him with a large debt to a ruthless drug lord.,Nicolas Winding Refn,"Kim Bodnia, Zlatko Buric, Laura Drasbæk, Slavko Labovic",7.4
1600,Jack,https://www.imdb.com/title/tt0116669/,1996,113,"Comedy, Drama, Fantasy","Because of an unusual disorder that has aged him four times faster than a typical human being, a boy looks like a 40-year-old man as he starts fifth grade at public school after being homeschooled.",Francis Ford Coppola,"Robin Williams, Diane Lane, Brian Kerwin, Jennifer Lopez",5.8
1601,Tin Cup,https://www.imdb.com/title/tt0117918/,1996,135,"Comedy, Drama, Romance",A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his successful rival's girlfriend.,Ron Shelton,"Kevin Costner, Rene Russo, Don Johnson, Cheech Marin",6.4
1602,Down Periscope,https://www.imdb.com/title/tt0116130/,1996,92,Comedy,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days.",David S. Ward,"Kelsey Grammer, Lauren Holly, Rob Schneider, Harry Dean Stanton",6.2
1603,The Crucible,https://www.imdb.com/title/tt0115988/,1996,124,"Drama, History",A Salem resident attempts to frame her ex-lover's wife for being a witch in the middle of the 1692 witchcraft trials.,Nicholas Hytner,"Daniel Day-Lewis, Winona Ryder, Paul Scofield, Joan Allen",6.8
1604,Secrets & Lies,https://www.imdb.com/title/tt0117589/,1996,136,"Comedy, Drama","Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",Mike Leigh,"Timothy Spall, Brenda Blethyn, Phyllis Logan, Claire Rushbrook",8
1605,Star Trek: First Contact,https://www.imdb.com/title/tt0117731/,1996,111,"Action, Adventure, Drama",The Borg travel back in time intent on preventing Earth's first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed.,Jonathan Frakes,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton",7.6
1606,Set It Off,https://www.imdb.com/title/tt0117603/,1996,123,"Action, Crime, Drama","Desperation drives four inner-city women to bank robbery in Los Angeles, then they start mistrusting each other.",F. Gary Gray,"Jada Pinkett Smith, Queen Latifah, Vivica A. Fox, Kimberly Elise",6.9
1607,Hamlet,https://www.imdb.com/title/tt0116477/,1996,242,Drama,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",Kenneth Branagh,"Kenneth Branagh, Julie Christie, Derek Jacobi, Kate Winslet",7.7
1608,One Fine Day,https://www.imdb.com/title/tt0117247/,1996,108,"Comedy, Drama, Romance","The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City.",Michael Hoffman,"Michelle Pfeiffer, George Clooney, Mae Whitman, Alex D. Linz",6.5
1609,Escape From L.A.,https://www.imdb.com/title/tt0116225/,1996,101,"Action, Adventure, Sci-Fi","Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.",John Carpenter,"Kurt Russell, Steve Buscemi, Stacy Keach, A.J. Langer",5.8
1610,Dragonheart,https://www.imdb.com/title/tt0116136/,1996,103,"Action, Adventure, Fantasy","The last dragon and a disillusioned dragonslaying Knight must cooperate to stop an evil King, who was given partial immortality.",Rob Cohen,"Dennis Quaid, Sean Connery, Dina Meyer, Pete Postlethwaite",6.5
1611,Ransom,https://www.imdb.com/title/tt0117438/,1996,121,"Action, Crime, Thriller","Multi-millionaire Tom Mullen's son is kidnapped, but after initially agreeing to pay the ransom Mullen then decides to use the ransom money as a bounty.",Ron Howard,"Mel Gibson, Gary Sinise, Rene Russo, Brawley Nolte",6.7
1612,The Ghost And The Darkness,https://www.imdb.com/title/tt0116409/,1996,110,"Adventure, Drama, Thriller",A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.,Stephen Hopkins,"Michael Douglas, Val Kilmer, Tom Wilkinson, John Kani",6.9
1613,Sydney,https://www.imdb.com/title/tt0119256/,1996,102,"Crime, Drama",Professional gambler Sydney teaches John the tricks of the trade. John does well until he falls for cocktail waitress Clementine.,Paul Thomas Anderson,"Philip Baker Hall, John C. Reilly, Gwyneth Paltrow, Samuel L. Jackson",7.2
1614,Breaking The Waves,https://www.imdb.com/title/tt0115751/,1996,159,Drama,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",Lars von Trier,"Emily Watson, Stellan Skarsgård, Katrin Cartlidge, Jean-Marc Barr",7.8
1615,Courage Under Fire,https://www.imdb.com/title/tt0115956/,1996,116,"Action, Drama, Mystery","A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.",Edward Zwick,"Denzel Washington, Meg Ryan, Lou Diamond Phillips, Michael Moriarty",6.6
1616,Spy Hard,https://www.imdb.com/title/tt0117723/,1996,81,"Action, Comedy","Dick Steele, Agent WD-40 is assigned by his Director, to stop the evil General Rancor from destroying the world. WD-40 believed Rancor was dead and he teams up with the hot K.G.B. Agent Veronique Ukrinsky to find Rancor and save the world.",Rick Friedberg,"Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden",5.4
1617,The Fan,https://www.imdb.com/title/tt0116277/,1996,116,"Action, Drama, Sport",An all star baseball player becomes the unhealthy focus of a down on his luck salesman.,Tony Scott,"Robert De Niro, Wesley Snipes, Ellen Barkin, John Leguizamo",5.9
1618,The Phantom,https://www.imdb.com/title/tt0117331/,1996,100,"Action, Adventure, Comedy","The Phantom, descendent of a line of African superheroes, travels to New York City to thwart a wealthy criminal genius from obtaining three magic skulls which would give him the secret to ultimate power.",Simon Wincer,"Billy Zane, Kristy Swanson, Treat Williams, Catherine Zeta-Jones",5
1619,Waiting For Guffman,https://www.imdb.com/title/tt0118111/,1996,84,Comedy,An aspiring director and the marginally talented amateur cast of a hokey small-town Missouri musical production go overboard when they learn that someone from Broadway will be in attendance.,Christopher Guest,"Christopher Guest, Fred Willard, Catherine O'Hara, Parker Posey",7.5
1620,The Mirror Has Two Faces,https://www.imdb.com/title/tt0117057/,1996,126,"Comedy, Drama, Romance","A shy, middle-aged professor enters into a romantic but non-physical relationship with an unlucky-in-love colleague.",Barbra Streisand,"Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal",6.7
1621,Beautiful Girls,https://www.imdb.com/title/tt0115639/,1996,112,"Comedy, Drama, Romance",A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,Ted Demme,"Matt Dillon, Timothy Hutton, Noah Emmerich, Annabeth Gish",7.1
1622,Mulholland Falls,https://www.imdb.com/title/tt0117107/,1996,107,"Crime, Drama, Mystery","In 1950's Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",Lee Tamahori,"Nick Nolte, Melanie Griffith, Jennifer Connelly, Chazz Palminteri",6.3
1623,The People Vs. Larry Flynt,https://www.imdb.com/title/tt0117318/,1996,130,"Biography, Drama","The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech.",Milos Forman,"Woody Harrelson, Courtney Love, Edward Norton, Brett Harrelson",7.3
1624,Broken Arrow,https://www.imdb.com/title/tt0115759/,1996,108,"Action, Adventure, Thriller",Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,John Woo,"John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo",6.1
1625,The Arrival,https://www.imdb.com/title/tt0115571/,1996,115,"Mystery, Sci-Fi, Thriller","Zane, an astronomer, discovers intelligent alien life. But the aliens are keeping a deadly secret, and will do anything to stop Zane from learning it.",David Twohy,"Charlie Sheen, Lindsay Crouse, Richard Schiff, Shane",6.2
1626,Eraser,https://www.imdb.com/title/tt0116213/,1996,115,"Action, Drama, Thriller",A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.,Chuck Russell,"Arnold Schwarzenegger, Vanessa Williams, James Caan, James Coburn",6.1
1627,Daylight,https://www.imdb.com/title/tt0116040/,1996,114,"Action, Adventure, Drama",Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.,Rob Cohen,"Sylvester Stallone, Amy Brenneman, Viggo Mortensen, Dan Hedaya",5.9
1628,Marvin'S Room,https://www.imdb.com/title/tt0116999/,1996,98,Drama,"After seventeen years, a fiercely independent woman and her rebellious son return home and together they turn the family she left behind upside down.",Jerry Zaks,"Meryl Streep, Leonardo DiCaprio, Diane Keaton, Robert De Niro",6.7
1629,White Squall,https://www.imdb.com/title/tt0118158/,1996,129,"Adventure, Drama",Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,Ridley Scott,"Jeff Bridges, Caroline Goodall, John Savage, Scott Wolf",6.6
1630,A Very Brady Sequel,https://www.imdb.com/title/tt0118073/,1996,90,Comedy,"The Bradys are surprised when a man claiming to be Carol's long lost first husband shows up at their home. Before long, his strange actions cause them to question his motives.",Arlene Sanford,"Shelley Long, Gary Cole, Tim Matheson, Christopher Daniel Barnes",5.7
1631,Barb Wire,https://www.imdb.com/title/tt0115624/,1996,98,"Action, Sci-Fi","During the Second American Civil War in 2017, Barb Wire owns a nightclub called the Hammerhead. Things become complicated when her ex-lover Axel Hood, who is married to the fugitive Corrina Devonshire, re-enters her life.",David Hogan,"Pamela Anderson, Amir AboulEla, Adriana Alexander, David Andriole",3.3
1632,2 Days In The Valley,https://www.imdb.com/title/tt0115438/,1996,104,"Comedy, Crime, Thriller",48 hours of intersecting lives and crimes in Los Angeles.,John Herzfeld,"Teri Hatcher, Jeff Daniels, Danny Aiello, Charlize Theron",6.5
1633,Freeway,https://www.imdb.com/title/tt0116361/,1996,102,"Comedy, Crime, Drama","A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadistic, serial killer and pedophile.",Matthew Bright,"Reese Witherspoon, Kiefer Sutherland, Bokeem Woodbine, Paul Perri",6.8
1634,Kama Sutra: A Tale Of Love,https://www.imdb.com/title/tt0116743/,1996,117,"Crime, Drama, History",Two female friends become sexual rivals at maturity.,Mira Nair,"Naveen Andrews, Sarita Choudhury, Indira Varma, Ramon Tikaram",6.1
1635,Black Sheep,https://www.imdb.com/title/tt0115697/,1996,87,Comedy,A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,Penelope Spheeris,"Chris Farley, David Spade, Tim Matheson, Christine Ebersole",6.3
1636,Michael Collins,https://www.imdb.com/title/tt0117039/,1996,133,"Biography, Drama, Thriller","Neil Jordan's historical biopic of Irish revolutionary Michael Collins, the man who led a guerrilla war against the UK, helped negotiate the creation of the Irish Free State, and led the National Army during the Irish Civil War.",Neil Jordan,"Liam Neeson, Aidan Quinn, Julia Roberts, Ian Hart",7.2
1637,Kazaam,https://www.imdb.com/title/tt0116756/,1996,93,"Comedy, Family, Fantasy","A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests.",Paul Michael Glaser,"Shaquille O'Neal, Francis Capra, Ally Walker, James Acheson",3
1638,Beavis And Butt-Head Do America,https://www.imdb.com/title/tt0115641/,1996,81,"Animation, Adventure, Comedy","Our intrepid adolescent heroes wake up to find their beloved television stolen, and embark on an epic journey across America to recover it, and, who knows, maybe even score.","Mike Judge, Mike de Seve, Brian Mulroney, Yvette Kaplan","Mike Judge, Bruce Willis, Demi Moore, Cloris Leachman",6.8
1639,Day Of The Warrior,https://www.imdb.com/title/tt0116039/,1996,96,"Action, Adventure, Thriller","The Agency's computer database is compromised by a powerful criminal named ""The Warrior"". Now, with the list of all the undercover agents' identities in hand, he is going after them, one by one.",Andy Sidaris,"Kevin Light, Cristian Letelier, Julie Strain, Julie K. Smith",3.7
1640,Shine,https://www.imdb.com/title/tt0117631/,1996,105,"Biography, Drama, Music","Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",Scott Hicks,"Geoffrey Rush, Armin Mueller-Stahl, Justin Braine, Sonia Todd",7.7
1641,Eye For An Eye,https://www.imdb.com/title/tt0116260/,1996,101,"Crime, Drama, Thriller","When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.",John Schlesinger,"Sally Field, Kiefer Sutherland, Ed Harris, Olivia Burnette",6.2
